Date,kNDVI,NIRv,Tropomi_SIF,,,,,,,,,
6/17/06,,,,,,,,,,,,
6/18/06,,,,,,,,,,,,
6/19/06,,,,,,,,,,,,
6/20/06,,,,,,,,,,,,
6/21/06,,,,,,,,,,,,
6/22/06,,,,,,,,,,,,
6/23/06,0.387,0.122,,,,,,,,,,
6/24/06,0.802,0.2,,,,,,,,,,
6/25/06,0.42,0.129,,,,,,,,,,
6/26/06,0.851,0.229,,,,,,,,,,
6/27/06,0.523,0.159,,,,,,,,,,
6/28/06,0.782,0.191,,,,,,,,,,
6/29/06,,,,,,,,,,,,
6/30/06,0.438,0.137,,,,,,,,,,
7/1/06,0.467,0.114,,,,,,,,,,
7/2/06,0.416,0.124,,,,,,,,,,
7/3/06,0.867,0.233,,,,,,,,,,
7/4/06,,,,,,,,,,,,
7/5/06,,,,,,,,,,,,
7/6/06,,,,,,,,,,,,
7/7/06,0.763,0.197,,,,,,,,,,
7/8/06,0.527,0.135,,,,,,,,,,
7/9/06,0.415,0.128,,,,,,,,,,
7/10/06,,,,,,,,,,,,
7/11/06,,,,,,,,,,,,
7/12/06,,,,,,,,,,,,
7/13/06,,,,,,,,,,,,
7/14/06,,,,,,,,,,,,
7/15/06,,,,,,,,,,,,
7/16/06,0.392,0.126,,,,,,,,,,
7/17/06,0.747,0.187,,,,,,,,,,
7/18/06,0.42,0.133,,,,,,,,,,
7/19/06,0.755,0.187,,,,,,,,,,
7/20/06,0.396,0.122,,,,,,,,,,
7/21/06,0.815,0.217,,,,,,,,,,
7/22/06,,,,,,,,,,,,
7/23/06,0.706,0.18,,,,,,,,,,
7/24/06,0.399,0.106,,,,,,,,,,
7/25/06,0.403,0.129,,,,,,,,,,
7/26/06,0.521,0.125,,,,,,,,,,
7/27/06,0.425,0.134,,,,,,,,,,
7/28/06,,,,,,,,,,,,
7/29/06,,,,,,,,,,,,
7/30/06,,,,,,,,,,,,
7/31/06,0.395,0.089,,,,,,,,,,
8/1/06,,,,,,,,,,,,
8/2/06,,,,,,,,,,,,
8/3/06,0.486,0.148,,,,,,,,,,
8/4/06,0.748,0.189,,,,,,,,,,
8/5/06,0.457,0.141,,,,,,,,,,
8/6/06,0.794,0.21,,,,,,,,,,
8/7/06,0.454,0.138,,,,,,,,,,
8/8/06,,,,,,,,,,,,
8/9/06,,,,,,,,,,,,
8/10/06,,,,,,,,,,,,
8/11/06,,,,,,,,,,,,
8/12/06,0.366,0.116,,,,,,,,,,
8/13/06,0.756,0.198,,,,,,,,,,
8/14/06,0.473,0.147,,,,,,,,,,
8/15/06,,,,,,,,,,,,
8/16/06,,,,,,,,,,,,
8/17/06,,,,,,,,,,,,
8/18/06,0.666,0.182,,,,,,,,,,
8/19/06,0.374,0.12,,,,,,,,,,
8/20/06,0.61,0.153,,,,,,,,,,
8/21/06,,,,,,,,,,,,
8/22/06,,,,,,,,,,,,
8/23/06,,,,,,,,,,,,
8/24/06,,,,,,,,,,,,
8/25/06,0.443,0.124,,,,,,,,,,
8/26/06,0.456,0.141,,,,,,,,,,
8/27/06,0.414,0.109,,,,,,,,,,
8/28/06,0.354,0.116,,,,,,,,,,
8/29/06,,,,,,,,,,,,
8/30/06,,,,,,,,,,,,
8/31/06,0.686,0.178,,,,,,,,,,
9/1/06,0.437,0.129,,,,,,,,,,
9/2/06,0.723,0.182,,,,,,,,,,
9/3/06,,,,,,,,,,,,
9/4/06,0.464,0.142,,,,,,,,,,
9/5/06,0.587,0.15,,,,,,,,,,
9/6/06,0.486,0.149,,,,,,,,,,
9/7/06,0.586,0.149,,,,,,,,,,
9/8/06,0.34,0.107,,,,,,,,,,
9/9/06,,,,,,,,,,,,
9/10/06,0.402,0.113,,,,,,,,,,
9/11/06,0.364,0.119,,,,,,,,,,
9/12/06,0.619,0.165,,,,,,,,,,
9/13/06,,,,,,,,,,,,
9/14/06,,,,,,,,,,,,
9/15/06,,,,,,,,,,,,
9/16/06,,,,,,,,,,,,
9/17/06,,,,,,,,,,,,
9/18/06,,,,,,,,,,,,
9/19/06,,,,,,,,,,,,
9/20/06,,,,,,,,,,,,
9/21/06,,,,,,,,,,,,
9/22/06,0.243,0.088,,,,,,,,,,
9/23/06,0.573,0.156,,,,,,,,,,
9/24/06,0.396,0.132,,,,,,,,,,
9/25/06,0.622,0.166,,,,,,,,,,
9/26/06,0.437,0.136,,,,,,,,,,
9/27/06,0.343,0.114,,,,,,,,,,
9/28/06,0.507,0.147,,,,,,,,,,
9/29/06,0.356,0.12,,,,,,,,,,
9/30/06,0.424,0.118,,,,,,,,,,
10/1/06,,,,,,,,,,,,
10/2/06,,,,,,,,,,,,
10/3/06,,,,,,,,,,,,
10/4/06,,,,,,,,,,,,
10/5/06,0.451,0.142,,,,,,,,,,
10/6/06,,,,,,,,,,,,
10/7/06,,,,,,,,,,,,
10/8/06,,,,,,,,,,,,
10/9/06,0.492,0.137,,,,,,,,,,
10/10/06,0.325,0.115,,,,,,,,,,
10/11/06,0.617,0.168,,,,,,,,,,
10/12/06,0.366,0.121,,,,,,,,,,
10/13/06,0.408,0.132,,,,,,,,,,
10/14/06,0.204,0.074,,,,,,,,,,
10/15/06,,,,,,,,,,,,
10/16/06,,,,,,,,,,,,
10/17/06,0.299,0.107,,,,,,,,,,
10/18/06,,,,,,,,,,,,
10/19/06,,,,,,,,,,,,
10/20/06,,,,,,,,,,,,
10/21/06,0.299,0.104,,,,,,,,,,
10/22/06,0.284,0.101,,,,,,,,,,
10/23/06,,,,,,,,,,,,
10/24/06,,,,,,,,,,,,
10/25/06,,,,,,,,,,,,
10/26/06,,,,,,,,,,,,
10/27/06,0.539,0.15,,,,,,,,,,
10/28/06,0.27,0.097,,,,,,,,,,
10/29/06,0.273,0.101,,,,,,,,,,
10/30/06,0.335,0.109,,,,,,,,,,
10/31/06,0.295,0.107,,,,,,,,,,
11/1/06,0.388,0.109,,,,,,,,,,
11/2/06,,,,,,,,,,,,
11/3/06,,,,,,,,,,,,
11/4/06,,,,,,,,,,,,
11/5/06,,,,,,,,,,,,
11/6/06,,,,,,,,,,,,
11/7/06,,,,,,,,,,,,
11/8/06,,,,,,,,,,,,
11/9/06,,,,,,,,,,,,
11/10/06,,,,,,,,,,,,
11/11/06,,,,,,,,,,,,
11/12/06,,,,,,,,,,,,
11/13/06,,,,,,,,,,,,
11/14/06,,,,,,,,,,,,
11/15/06,,,,,,,,,,,,
11/16/06,,,,,,,,,,,,
11/17/06,0.327,0.104,,,,,,,,,,
11/18/06,,,,,,,,,,,,
11/19/06,,,,,,,,,,,,
11/20/06,,,,,,,,,,,,
11/21/06,,,,,,,,,,,,
11/22/06,,,,,,,,,,,,
11/23/06,,,,,,,,,,,,
11/24/06,,,,,,,,,,,,
11/25/06,,,,,,,,,,,,
11/26/06,,,,,,,,,,,,
11/27/06,,,,,,,,,,,,
11/28/06,,,,,,,,,,,,
11/29/06,0.029,0.001,,,,,,,,,,
11/30/06,,,,,,,,,,,,
12/1/06,,,,,,,,,,,,
12/2/06,0.292,0.109,,,,,,,,,,
12/3/06,,,,,,,,,,,,
12/4/06,,,,,,,,,,,,
12/5/06,,,,,,,,,,,,
12/6/06,,,,,,,,,,,,
12/7/06,,,,,,,,,,,,
12/8/06,,,,,,,,,,,,
12/9/06,,,,,,,,,,,,
12/10/06,,,,,,,,,,,,
12/11/06,,,,,,,,,,,,
12/12/06,,,,,,,,,,,,
12/13/06,,,,,,,,,,,,
12/14/06,,,,,,,,,,,,
12/15/06,,,,,,,,,,,,
12/16/06,,,,,,,,,,,,
12/17/06,0.158,0.045,,,,,,,,,,
12/18/06,,,,,,,,,,,,
12/19/06,,,,,,,,,,,,
12/20/06,,,,,,,,,,,,
12/21/06,,,,,,,,,,,,
12/22/06,,,,,,,,,,,,
12/23/06,,,,,,,,,,,,
12/24/06,,,,,,,,,,,,
12/25/06,,,,,,,,,,,,
12/26/06,,,,,,,,,,,,
12/27/06,,,,,,,,,,,,
12/28/06,0.363,0.117,,,,,,,,,,
12/29/06,0.282,0.107,,,,,,,,,,
12/30/06,0.559,0.158,,,,,,,,,,
12/31/06,0.266,0.1,,,,,,,,,,
1/1/07,,,,,,,,,,,,
1/2/07,,,,,,,,,,,,
1/3/07,,,,,,,,,,,,
1/4/07,,,,,,,,,,,,
1/5/07,,,,,,,,,,,,
1/6/07,,,,,,,,,,,,
1/7/07,,,,,,,,,,,,
1/8/07,,,,,,,,,,,,
1/9/07,,,,,,,,,,,,
1/10/07,,,,,,,,,,,,
1/11/07,0.373,0.089,,,,,,,,,,
1/12/07,0.235,0.062,,,,,,,,,,
1/13/07,0.14,0.065,,,,,,,,,,
1/14/07,0.25,0.096,,,,,,,,,,
1/15/07,,,,,,,,,,,,
1/16/07,,,,,,,,,,,,
1/17/07,,,,,,,,,,,,
1/18/07,,,,,,,,,,,,
1/19/07,,,,,,,,,,,,
1/20/07,,,,,,,,,,,,
1/21/07,,,,,,,,,,,,
1/22/07,,,,,,,,,,,,
1/23/07,0.187,0.081,,,,,,,,,,
1/24/07,0.64,0.17,,,,,,,,,,
1/25/07,0.268,0.1,,,,,,,,,,
1/26/07,0.284,0.104,,,,,,,,,,
1/27/07,,,,,,,,,,,,
1/28/07,0.263,0.1,,,,,,,,,,
1/29/07,0.524,0.137,,,,,,,,,,
1/30/07,0.156,0.067,,,,,,,,,,
1/31/07,0.607,0.162,,,,,,,,,,
2/1/07,0.192,0.074,,,,,,,,,,
2/2/07,,,,,,,,,,,,
2/3/07,,,,,,,,,,,,
2/4/07,,,,,,,,,,,,
2/5/07,,,,,,,,,,,,
2/6/07,,,,,,,,,,,,
2/7/07,,,,,,,,,,,,
2/8/07,,,,,,,,,,,,
2/9/07,,,,,,,,,,,,
2/10/07,,,,,,,,,,,,
2/11/07,,,,,,,,,,,,
2/12/07,,,,,,,,,,,,
2/13/07,,,,,,,,,,,,
2/14/07,,,,,,,,,,,,
2/15/07,,,,,,,,,,,,
2/16/07,,,,,,,,,,,,
2/17/07,0.273,0.106,,,,,,,,,,
2/18/07,,,,,,,,,,,,
2/19/07,,,,,,,,,,,,
2/20/07,,,,,,,,,,,,
2/21/07,0.441,0.133,,,,,,,,,,
2/22/07,,,,,,,,,,,,
2/23/07,,,,,,,,,,,,
2/24/07,,,,,,,,,,,,
2/25/07,,,,,,,,,,,,
2/26/07,,,,,,,,,,,,
2/27/07,,,,,,,,,,,,
2/28/07,,,,,,,,,,,,
3/1/07,,,,,,,,,,,,
3/2/07,,,,,,,,,,,,
3/3/07,,,,,,,,,,,,
3/4/07,,,,,,,,,,,,
3/5/07,,,,,,,,,,,,
3/6/07,,,,,,,,,,,,
3/7/07,,,,,,,,,,,,
3/8/07,,,,,,,,,,,,
3/9/07,,,,,,,,,,,,
3/10/07,,,,,,,,,,,,
3/11/07,,,,,,,,,,,,
3/12/07,,,,,,,,,,,,
3/13/07,,,,,,,,,,,,
3/14/07,,,,,,,,,,,,
3/15/07,,,,,,,,,,,,
3/16/07,,,,,,,,,,,,
3/17/07,0.248,0.09,,,,,,,,,,
3/18/07,,,,,,,,,,,,
3/19/07,,,,,,,,,,,,
3/20/07,,,,,,,,,,,,
3/21/07,,,,,,,,,,,,
3/22/07,0.222,0.073,,,,,,,,,,
3/23/07,,,,,,,,,,,,
3/24/07,,,,,,,,,,,,
3/25/07,0.416,0.123,,,,,,,,,,
3/26/07,,,,,,,,,,,,
3/27/07,,,,,,,,,,,,
3/28/07,,,,,,,,,,,,
3/29/07,0.535,0.141,,,,,,,,,,
3/30/07,,,,,,,,,,,,
3/31/07,,,,,,,,,,,,
4/1/07,,,,,,,,,,,,
4/2/07,,,,,,,,,,,,
4/3/07,0.459,0.123,,,,,,,,,,
4/4/07,,,,,,,,,,,,
4/5/07,0.549,0.14,,,,,,,,,,
4/6/07,0.333,0.113,,,,,,,,,,
4/7/07,,,,,,,,,,,,
4/8/07,0.456,0.127,,,,,,,,,,
4/9/07,,,,,,,,,,,,
4/10/07,,,,,,,,,,,,
4/11/07,,,,,,,,,,,,
4/12/07,,,,,,,,,,,,
4/13/07,,,,,,,,,,,,
4/14/07,,,,,,,,,,,,
4/15/07,,,,,,,,,,,,
4/16/07,,,,,,,,,,,,
4/17/07,,,,,,,,,,,,
4/18/07,,,,,,,,,,,,
4/19/07,,,,,,,,,,,,
4/20/07,0.176,0.068,,,,,,,,,,
4/21/07,,,,,,,,,,,,
4/22/07,,,,,,,,,,,,
4/23/07,,,,,,,,,,,,
4/24/07,,,,,,,,,,,,
4/25/07,,,,,,,,,,,,
4/26/07,,,,,,,,,,,,
4/27/07,,,,,,,,,,,,
4/28/07,,,,,,,,,,,,
4/29/07,,,,,,,,,,,,
4/30/07,,,,,,,,,,,,
5/1/07,,,,,,,,,,,,
5/2/07,,,,,,,,,,,,
5/3/07,,,,,,,,,,,,
5/4/07,,,,,,,,,,,,
5/5/07,,,,,,,,,,,,
5/6/07,,,,,,,,,,,,
5/7/07,0.549,0.151,,,,,,,,,,
5/8/07,0.321,0.095,,,,,,,,,,
5/9/07,0.373,0.121,,,,,,,,,,
5/10/07,0.417,0.102,,,,,,,,,,
5/11/07,0.361,0.096,,,,,,,,,,
5/12/07,,,,,,,,,,,,
5/13/07,,,,,,,,,,,,
5/14/07,0.511,0.134,,,,,,,,,,
5/15/07,0.521,0.152,,,,,,,,,,
5/16/07,,,,,,,,,,,,
5/17/07,0.637,0.169,,,,,,,,,,
5/18/07,,,,,,,,,,,,
5/19/07,,,,,,,,,,,,
5/20/07,,,,,,,,,,,,
5/21/07,,,,,,,,,,,,
5/22/07,,,,,,,,,,,,
5/23/07,0.403,0.108,,,,,,,,,,
5/24/07,0.652,0.178,,,,,,,,,,
5/25/07,,,,,,,,,,,,
5/26/07,0.705,0.172,,,,,,,,,,
5/27/07,,,,,,,,,,,,
5/28/07,,,,,,,,,,,,
5/29/07,0.331,0.104,,,,,,,,,,
5/30/07,0.714,0.186,,,,,,,,,,
5/31/07,0.653,0.176,,,,,,,,,,
6/1/07,0.42,0.129,,,,,,,,,,
6/2/07,0.376,0.097,,,,,,,,,,
6/3/07,,,,,,,,,,,,
6/4/07,,,,,,,,,,,,
6/5/07,,,,,,,,,,,,
6/6/07,,,,,,,,,,,,
6/7/07,,,,,,,,,,,,
6/8/07,,,,,,,,,,,,
6/9/07,,,,,,,,,,,,
6/10/07,,,,,,,,,,,,
6/11/07,,,,,,,,,,,,
6/12/07,0.437,0.133,,,,,,,,,,
6/13/07,,,,,,,,,,,,
6/14/07,,,,,,,,,,,,
6/15/07,,,,,,,,,,,,
6/16/07,,,,,,,,,,,,
6/17/07,,,,,,,,,,,,
6/18/07,,,,,,,,,,,,
6/19/07,0.457,0.133,,,,,,,,,,
6/20/07,0.876,0.23,,,,,,,,,,
6/21/07,,,,,,,,,,,,
6/22/07,,,,,,,,,,,,
6/23/07,,,,,,,,,,,,
6/24/07,,,,,,,,,,,,
6/25/07,,,,,,,,,,,,
6/26/07,0.488,0.144,,,,,,,,,,
6/27/07,,,,,,,,,,,,
6/28/07,,,,,,,,,,,,
6/29/07,,,,,,,,,,,,
6/30/07,,,,,,,,,,,,
7/1/07,,,,,,,,,,,,
7/2/07,0.453,0.113,,,,,,,,,,
7/3/07,0.536,0.149,,,,,,,,,,
7/4/07,0.671,0.164,,,,,,,,,,
7/5/07,0.427,0.131,,,,,,,,,,
7/6/07,0.587,0.142,,,,,,,,,,
7/7/07,,,,,,,,,,,,
7/8/07,,,,,,,,,,,,
7/9/07,0.605,0.169,,,,,,,,,,
7/10/07,0.817,0.201,,,,,,,,,,
7/11/07,,,,,,,,,,,,
7/12/07,0.488,0.144,,,,,,,,,,
7/13/07,,,,,,,,,,,,
7/14/07,0.485,0.144,,,,,,,,,,
7/15/07,,,,,,,,,,,,
7/16/07,,,,,,,,,,,,
7/17/07,,,,,,,,,,,,
7/18/07,,,,,,,,,,,,
7/19/07,,,,,,,,,,,,
7/20/07,,,,,,,,,,,,
7/21/07,,,,,,,,,,,,
7/22/07,,,,,,,,,,,,
7/23/07,,,,,,,,,,,,
7/24/07,0.614,0.139,,,,,,,,,,
7/25/07,0.527,0.149,,,,,,,,,,
7/26/07,,,,,,,,,,,,
7/27/07,0.503,0.131,,,,,,,,,,
7/28/07,,,,,,,,,,,,
7/29/07,,,,,,,,,,,,
7/30/07,0.425,0.126,,,,,,,,,,
7/31/07,0.802,0.209,,,,,,,,,,
8/1/07,0.368,0.115,,,,,,,,,,
8/2/07,0.797,0.207,,,,,,,,,,
8/3/07,,,,,,,,,,,,
8/4/07,,,,,,,,,,,,
8/5/07,,,,,,,,,,,,
8/6/07,,,,,,,,,,,,
8/7/07,,,,,,,,,,,,
8/8/07,,,,,,,,,,,,
8/9/07,,,,,,,,,,,,
8/10/07,,,,,,,,,,,,
8/11/07,0.776,0.202,,,,,,,,,,
8/12/07,,,,,,,,,,,,
8/13/07,0.536,0.162,,,,,,,,,,
8/14/07,0.774,0.202,,,,,,,,,,
8/15/07,0.499,0.15,,,,,,,,,,
8/16/07,,,,,,,,,,,,
8/17/07,,,,,,,,,,,,
8/18/07,,,,,,,,,,,,
8/19/07,,,,,,,,,,,,
8/20/07,,,,,,,,,,,,
8/21/07,,,,,,,,,,,,
8/22/07,,,,,,,,,,,,
8/23/07,0.779,0.208,,,,,,,,,,
8/24/07,0.512,0.158,,,,,,,,,,
8/25/07,,,,,,,,,,,,
8/26/07,,,,,,,,,,,,
8/27/07,0.627,0.148,,,,,,,,,,
8/28/07,0.372,0.108,,,,,,,,,,
8/29/07,0.459,0.142,,,,,,,,,,
8/30/07,0.577,0.152,,,,,,,,,,
8/31/07,0.261,0.08,,,,,,,,,,
9/1/07,0.714,0.186,,,,,,,,,,
9/2/07,0.5,0.154,,,,,,,,,,
9/3/07,0.741,0.163,,,,,,,,,,
9/4/07,,,,,,,,,,,,
9/5/07,,,,,,,,,,,,
9/6/07,,,,,,,,,,,,
9/7/07,,,,,,,,,,,,
9/8/07,0.657,0.173,,,,,,,,,,
9/9/07,0.372,0.119,,,,,,,,,,
9/10/07,0.753,0.2,,,,,,,,,,
9/11/07,0.248,0.084,,,,,,,,,,
9/12/07,0.716,0.183,,,,,,,,,,
9/13/07,,,,,,,,,,,,
9/14/07,,,,,,,,,,,,
9/15/07,,,,,,,,,,,,
9/16/07,,,,,,,,,,,,
9/17/07,,,,,,,,,,,,
9/18/07,,,,,,,,,,,,
9/19/07,0.758,0.201,,,,,,,,,,
9/20/07,,,,,,,,,,,,
9/21/07,0.416,0.134,,,,,,,,,,
9/22/07,,,,,,,,,,,,
9/23/07,,,,,,,,,,,,
9/24/07,0.511,0.14,,,,,,,,,,
9/25/07,,,,,,,,,,,,
9/26/07,0.579,0.153,,,,,,,,,,
9/27/07,,,,,,,,,,,,
9/28/07,,,,,,,,,,,,
9/29/07,,,,,,,,,,,,
9/30/07,,,,,,,,,,,,
10/1/07,,,,,,,,,,,,
10/2/07,,,,,,,,,,,,
10/3/07,,,,,,,,,,,,
10/4/07,,,,,,,,,,,,
10/5/07,,,,,,,,,,,,
10/6/07,,,,,,,,,,,,
10/7/07,,,,,,,,,,,,
10/8/07,,,,,,,,,,,,
10/9/07,,,,,,,,,,,,
10/10/07,,,,,,,,,,,,
10/11/07,,,,,,,,,,,,
10/12/07,,,,,,,,,,,,
10/13/07,0.248,0.094,,,,,,,,,,
10/14/07,0.679,0.181,,,,,,,,,,
10/15/07,,,,,,,,,,,,
10/16/07,,,,,,,,,,,,
10/17/07,,,,,,,,,,,,
10/18/07,,,,,,,,,,,,
10/19/07,,,,,,,,,,,,
10/20/07,,,,,,,,,,,,
10/21/07,,,,,,,,,,,,
10/22/07,0.341,0.124,,,,,,,,,,
10/23/07,0.375,0.125,,,,,,,,,,
10/24/07,,,,,,,,,,,,
10/25/07,0.361,0.123,,,,,,,,,,
10/26/07,0.45,0.14,,,,,,,,,,
10/27/07,0.234,0.089,,,,,,,,,,
10/28/07,0.549,0.156,,,,,,,,,,
10/29/07,,,,,,,,,,,,
10/30/07,0.59,0.16,,,,,,,,,,
10/31/07,,,,,,,,,,,,
11/1/07,,,,,,,,,,,,
11/2/07,,,,,,,,,,,,
11/3/07,0.286,0.094,,,,,,,,,,
11/4/07,,,,,,,,,,,,
11/5/07,0.278,0.105,,,,,,,,,,
11/6/07,0.63,0.169,,,,,,,,,,
11/7/07,0.198,0.079,,,,,,,,,,
11/8/07,,,,,,,,,,,,
11/9/07,,,,,,,,,,,,
11/10/07,0.36,0.079,,,,,,,,,,
11/11/07,,,,,,,,,,,,
11/12/07,,,,,,,,,,,,
11/13/07,,,,,,,,,,,,
11/14/07,,,,,,,,,,,,
11/15/07,,,,,,,,,,,,
11/16/07,,,,,,,,,,,,
11/17/07,,,,,,,,,,,,
11/18/07,,,,,,,,,,,,
11/19/07,,,,,,,,,,,,
11/20/07,0.368,0.117,,,,,,,,,,
11/21/07,,,,,,,,,,,,
11/22/07,0.537,0.154,,,,,,,,,,
11/23/07,0.166,0.073,,,,,,,,,,
11/24/07,,,,,,,,,,,,
11/25/07,0.301,0.115,,,,,,,,,,
11/26/07,,,,,,,,,,,,
11/27/07,,,,,,,,,,,,
11/28/07,,,,,,,,,,,,
11/29/07,,,,,,,,,,,,
11/30/07,,,,,,,,,,,,
12/1/07,,,,,,,,,,,,
12/2/07,,,,,,,,,,,,
12/3/07,,,,,,,,,,,,
12/4/07,,,,,,,,,,,,
12/5/07,,,,,,,,,,,,
12/6/07,,,,,,,,,,,,
12/7/07,,,,,,,,,,,,
12/8/07,,,,,,,,,,,,
12/9/07,,,,,,,,,,,,
12/10/07,,,,,,,,,,,,
12/11/07,,,,,,,,,,,,
12/12/07,,,,,,,,,,,,
12/13/07,,,,,,,,,,,,
12/14/07,,,,,,,,,,,,
12/15/07,,,,,,,,,,,,
12/16/07,,,,,,,,,,,,
12/17/07,,,,,,,,,,,,
12/18/07,,,,,,,,,,,,
12/19/07,,,,,,,,,,,,
12/20/07,,,,,,,,,,,,
12/21/07,,,,,,,,,,,,
12/22/07,,,,,,,,,,,,
12/23/07,,,,,,,,,,,,
12/24/07,,,,,,,,,,,,
12/25/07,0.015,,,,,,,,,,,
12/26/07,,,,,,,,,,,,
12/27/07,,,,,,,,,,,,
12/28/07,,,,,,,,,,,,
12/29/07,,,,,,,,,,,,
12/30/07,,,,,,,,,,,,
12/31/07,,,,,,,,,,,,
1/1/08,,,,,,,,,,,,
1/2/08,,,,,,,,,,,,
1/3/08,,,,,,,,,,,,
1/4/08,0.308,0.079,,,,,,,,,,
1/5/08,,,,,,,,,,,,
1/6/08,,,,,,,,,,,,
1/7/08,,,,,,,,,,,,
1/8/08,,,,,,,,,,,,
1/9/08,,,,,,,,,,,,
1/10/08,,,,,,,,,,,,
1/11/08,,,,,,,,,,,,
1/12/08,,,,,,,,,,,,
1/13/08,,,,,,,,,,,,
1/14/08,,,,,,,,,,,,
1/15/08,,,,,,,,,,,,
1/16/08,0.574,0.164,,,,,,,,,,
1/17/08,,,,,,,,,,,,
1/18/08,,,,,,,,,,,,
1/19/08,,,,,,,,,,,,
1/20/08,,,,,,,,,,,,
1/21/08,0.216,0.08,,,,,,,,,,
1/22/08,0.354,0.108,,,,,,,,,,
1/23/08,0.391,0.123,,,,,,,,,,
1/24/08,0.22,0.086,,,,,,,,,,
1/25/08,0.553,0.15,,,,,,,,,,
1/26/08,,,,,,,,,,,,
1/27/08,,,,,,,,,,,,
1/28/08,,,,,,,,,,,,
1/29/08,,,,,,,,,,,,
1/30/08,,,,,,,,,,,,
1/31/08,,,,,,,,,,,,
2/1/08,,,,,,,,,,,,
2/2/08,,,,,,,,,,,,
2/3/08,,,,,,,,,,,,
2/4/08,,,,,,,,,,,,
2/5/08,,,,,,,,,,,,
2/6/08,,,,,,,,,,,,
2/7/08,,,,,,,,,,,,
2/8/08,,,,,,,,,,,,
2/9/08,,,,,,,,,,,,
2/10/08,,,,,,,,,,,,
2/11/08,,,,,,,,,,,,
2/12/08,,,,,,,,,,,,
2/13/08,,,,,,,,,,,,
2/14/08,,,,,,,,,,,,
2/15/08,,,,,,,,,,,,
2/16/08,,,,,,,,,,,,
2/17/08,0.562,0.157,,,,,,,,,,
2/18/08,0.271,0.105,,,,,,,,,,
2/19/08,0.651,0.168,,,,,,,,,,
2/20/08,,,,,,,,,,,,
2/21/08,0.354,0.117,,,,,,,,,,
2/22/08,,,,,,,,,,,,
2/23/08,0.275,0.101,,,,,,,,,,
2/24/08,0.543,0.152,,,,,,,,,,
2/25/08,,,,,,,,,,,,
2/26/08,,,,,,,,,,,,
2/27/08,,,,,,,,,,,,
2/28/08,0.314,0.108,,,,,,,,,,
2/29/08,,,,,,,,,,,,
3/1/08,,,,,,,,,,,,
3/2/08,,,,,,,,,,,,
3/3/08,,,,,,,,,,,,
3/4/08,,,,,,,,,,,,
3/5/08,,,,,,,,,,,,
3/6/08,,,,,,,,,,,,
3/7/08,,,,,,,,,,,,
3/8/08,,,,,,,,,,,,
3/9/08,,,,,,,,,,,,
3/10/08,,,,,,,,,,,,
3/11/08,,,,,,,,,,,,
3/12/08,0.294,0.104,,,,,,,,,,
3/13/08,,,,,,,,,,,,
3/14/08,,,,,,,,,,,,
3/15/08,,,,,,,,,,,,
3/16/08,,,,,,,,,,,,
3/17/08,,,,,,,,,,,,
3/18/08,,,,,,,,,,,,
3/19/08,,,,,,,,,,,,
3/20/08,,,,,,,,,,,,
3/21/08,,,,,,,,,,,,
3/22/08,,,,,,,,,,,,
3/23/08,,,,,,,,,,,,
3/24/08,,,,,,,,,,,,
3/25/08,,,,,,,,,,,,
3/26/08,,,,,,,,,,,,
3/27/08,,,,,,,,,,,,
3/28/08,,,,,,,,,,,,
3/29/08,,,,,,,,,,,,
3/30/08,,,,,,,,,,,,
3/31/08,,,,,,,,,,,,
4/1/08,,,,,,,,,,,,
4/2/08,0.29,0.088,,,,,,,,,,
4/3/08,0.386,0.099,,,,,,,,,,
4/4/08,,,,,,,,,,,,
4/5/08,,,,,,,,,,,,
4/6/08,,,,,,,,,,,,
4/7/08,,,,,,,,,,,,
4/8/08,,,,,,,,,,,,
4/9/08,,,,,,,,,,,,
4/10/08,,,,,,,,,,,,
4/11/08,0.218,0.082,,,,,,,,,,
4/12/08,0.391,0.115,,,,,,,,,,
4/13/08,,,,,,,,,,,,
4/14/08,,,,,,,,,,,,
4/15/08,,,,,,,,,,,,
4/16/08,,,,,,,,,,,,
4/17/08,,,,,,,,,,,,
4/18/08,,,,,,,,,,,,
4/19/08,,,,,,,,,,,,
4/20/08,0.082,0.042,,,,,,,,,,
4/21/08,,,,,,,,,,,,
4/22/08,,,,,,,,,,,,
4/23/08,,,,,,,,,,,,
4/24/08,,,,,,,,,,,,
4/25/08,,,,,,,,,,,,
4/26/08,0.294,0.086,,,,,,,,,,
4/27/08,,,,,,,,,,,,
4/28/08,,,,,,,,,,,,
4/29/08,,,,,,,,,,,,
4/30/08,,,,,,,,,,,,
5/1/08,,,,,,,,,,,,
5/2/08,,,,,,,,,,,,
5/3/08,,,,,,,,,,,,
5/4/08,0.189,0.078,,,,,,,,,,
5/5/08,0.551,0.15,,,,,,,,,,
5/6/08,,,,,,,,,,,,
5/7/08,,,,,,,,,,,,
5/8/08,,,,,,,,,,,,
5/9/08,,,,,,,,,,,,
5/10/08,,,,,,,,,,,,
5/11/08,,,,,,,,,,,,
5/12/08,,,,,,,,,,,,
5/13/08,,,,,,,,,,,,
5/14/08,,,,,,,,,,,,
5/15/08,0.361,0.122,,,,,,,,,,
5/16/08,0.547,0.142,,,,,,,,,,
5/17/08,0.414,0.121,,,,,,,,,,
5/18/08,0.699,0.178,,,,,,,,,,
5/19/08,,,,,,,,,,,,
5/20/08,,,,,,,,,,,,
5/21/08,,,,,,,,,,,,
